ronda,gas_real,tiempo_confirmacion,tiempo_total_con_commit,timestamp
1,160224,14.433497190475464,103.06931471824646,1773934028.4458957
2,160224,3.6247777938842773,85.40538907051086,1773934154.1257424
3,160224,0.8654382228851318,81.79416537284851,1773934255.817924
4,160224,1.7988340854644775,94.67626166343689,1773934386.7413123
5,160224,4.2069878578186035,88.005854845047,1773934512.7967687
6,160224,4.185919284820557,96.62235474586487,1773934647.9253008
7,160224,1.4756999015808105,121.38142919540405,1773934831.735574
8,160224,3.7476134300231934,71.53714203834534,1773934925.7101407
9,160224,2.9452438354492188,71.58659362792969,1773935010.7339227
10,160224,3.56359601020813,70.2957866191864,1773935094.8334067
11,160224,3.3126113414764404,70.3376111984253,1773935178.8492317
12,160224,3.5464725494384766,71.02110290527344,1773935262.9180732
13,160224,7.473654508590698,73.74372243881226,1773935350.41492
14,160224,3.352534532546997,69.81751942634583,1773935432.728339
15,160224,2.1096725463867188,68.61994457244873,1773935524.4235253
16,160224,1.9272065162658691,67.57956886291504,1773935616.6008923
17,160224,0.283078670501709,67.03830981254578,1773935699.1788876
18,160224,12.197080612182617,79.25045371055603,1773935791.2440321
19,160224,13.03730845451355,79.03595638275146,1773935883.2502003
20,160224,3.287905216217041,69.22736597061157,1773935965.485587
21,160224,2.3108904361724854,69.43904423713684,1773936057.552625
22,160224,4.98384952545166,72.77034497261047,1773936154.4775572
23,160224,1.122462511062622,68.13710880279541,1773936246.4358668
24,160224,1.1904520988464355,67.56164264678955,1773936338.7002876
25,160224,1.4710071086883545,68.54054284095764,1773936421.0873523
26,160224,13.985852718353271,80.44562530517578,1773936513.1135368
27,160224,1.6878714561462402,69.27978897094727,1773936594.6424243
28,160224,0.9940285682678223,69.42431473731995,1773936677.1463475
29,160224,2.4765851497650146,69.80101156234741,1773936759.4539108
30,160224,14.297732830047607,83.3241674900055,1773936865.9948597
