ronda,gas_real,tiempo_confirmacion,tiempo_total_con_commit,timestamp
1,160224,7.290962219238281,77.22767543792725,1773938173.7739553
2,160224,2.8081231117248535,69.85010027885437,1773938255.7554412
3,160224,1.9442923069000244,69.87230443954468,1773938347.7910726
4,160224,0.9282479286193848,69.03660941123962,1773938439.7533627
5,160224,3.8744184970855713,74.02881407737732,1773938527.0059478
6,160224,4.534818887710571,74.85624051094055,1773938614.3319347
7,160224,1.480255126953125,68.67630362510681,1773938696.629523
8,160224,2.023146629333496,69.71498489379883,1773938788.705288
9,160224,2.382882833480835,69.20346975326538,1773938880.6787314
10,160224,0.7545990943908691,68.99355149269104,1773938963.2300496
11,160224,12.358814716339111,80.05916357040405,1773939055.2416997
12,160224,2.505199670791626,69.87198901176453,1773939137.6793246
13,160224,0.9048187732696533,74.32860231399536,1773939234.527523
14,160224,1.0998339653015137,68.49336004257202,1773939326.5848222
15,160224,2.016627788543701,69.64985585212708,1773939418.7175143
16,160224,3.1236073970794678,69.89711594581604,1773939501.1845467
17,160224,12.68487286567688,79.48683762550354,1773939593.2698867
18,160224,0.5449545383453369,68.5359354019165,1773939675.5365014
19,160224,2.052943706512451,69.32216787338257,1773939767.5033002
20,160224,1.1733572483062744,68.71096968650818,1773939859.5873547
21,160224,2.676671028137207,72.92166042327881,1773939956.5081763
22,160224,12.419607639312744,81.73112225532532,1773940063.1268177
23,160224,12.575609683990479,82.9408757686615,1773940160.044307
24,160224,10.628046989440918,78.40088367462158,1773940252.1318102
25,160224,8.880704879760742,79.04241490364075,1773940344.178501
26,160224,14.015661239624023,83.73813533782959,1773940441.0603213
27,160224,10.412585496902466,79.1914656162262,1773940533.136369
28,160224,14.112069368362427,83.68127155303955,1773940630.1346836
29,160224,9.631170511245728,77.70617604255676,1773940722.132122
30,160224,0.14242839813232422,70.05590867996216,1773940804.4111938
